artifact,scope,status,generator,evidence,notes,current_path,disposition
2.Source Code/produced_graph/missingness_sensitivity/archive/2026-09-03_pre_54row_rerun/missingness_sensitivity_metrics.csv,artifact,historical_writer_found,2.Source Code/generate_missingness_sensitivity.py at git commit 1fa8c42,Historical write_outputs:1210-1216 to_csv; :1219-1224 PDF savefig; :1227-1232 PNG savefig. Current working-tree write_outputs:1541-1592 only writes revised CSV outputs.,"Historical CSV exactly matches git 1fa8c42 artifact bytes. Archived PNG/PDF differ from files at that commit, so exact figure version remains unverified. Historical writer is available in Git, not an exact reproduction guarantee.",2.Source Code/produced_graph/missingness_sensitivity/archive/2026-09-03_pre_54row_rerun/missingness_sensitivity_metrics.csv,existing_archive
2.Source Code/produced_graph/missingness_sensitivity/conflict_missingness_balance_test.csv,artifact,generated_confirmed,2.Source Code/generate_conflict_missingness_balance.py,"2.Source Code/generate_conflict_missingness_balance.py:17-21 output path; 189 result.to_csv(staged); 191 os.replace(staged, OUTPUT_PATH).",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/missingness_sensitivity/conflict_missingness_balance_test.csv,retained
2.Source Code/produced_graph/missingness_sensitivity/missing_indicator_baseline_comparison_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_missingness_sensitivity.py,2.Source Code/generate_missingness_sensitivity.py:40-41 metric filenames; 1548-1554 removal/indicator split; 1561/1568 to_csv; 1586-1591 final paths and replace_with_retry.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/missingness_sensitivity/missing_indicator_baseline_comparison_metrics.csv,retained
2.Source Code/produced_graph/missingness_sensitivity/missingness_sensitivity_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_missingness_sensitivity.py,2.Source Code/generate_missingness_sensitivity.py:40-41 metric filenames; 1548-1554 removal/indicator split; 1561/1568 to_csv; 1586-1591 final paths and replace_with_retry.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/missingness_sensitivity/missingness_sensitivity_metrics.csv,retained
2.Source Code/produced_graph/multinomial_baseline_forecasting_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_multinomial_baseline_comparison.py:493,"Default directory :33; exact paths :481-486; to_csv(paths[key], index=False).","Exact filename and root produced_graph destination; static writer coverage only, no regeneration.",2.Source Code/produced_graph/multinomial_baseline_forecasting_predictions.csv,retained
2.Source Code/produced_graph/multinomial_baseline_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_multinomial_baseline_comparison.py:491,"Default directory :33; exact paths :481-486; to_csv(paths[key], index=False).","Exact filename and root produced_graph destination; static writer coverage only, no regeneration.",2.Source Code/produced_graph/multinomial_baseline_metrics.csv,retained
2.Source Code/produced_graph/multinomial_baseline_nowcasting_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_multinomial_baseline_comparison.py:494,"Default directory :33; exact paths :481-486; to_csv(paths[key], index=False).","Exact filename and root produced_graph destination; static writer coverage only, no regeneration.",2.Source Code/produced_graph/multinomial_baseline_nowcasting_predictions.csv,retained
2.Source Code/produced_graph/multinomial_baseline_source_audit.csv,artifact,generated_confirmed,2.Source Code/generate_multinomial_baseline_comparison.py:492,"Default directory :33; exact paths :481-486; to_csv(paths[key], index=False).","Exact filename and root produced_graph destination; static writer coverage only, no regeneration.",2.Source Code/produced_graph/multinomial_baseline_source_audit.csv,retained
2.Source Code/produced_graph/nature_style_comparison_yellow_fit_textR2.jpg,artifact,generated_confirmed,2.Source Code/Figure1_multiple_figures.ipynb,0-based cell 4:168 fig.savefig exact produced_graph path; neighboring PDF/SVG writes commented but JPG active.,Writer coverage only; no training or reproduction executed.,2.Source Code/produced_graph/nature_style_comparison_yellow_fit_textR2.jpg,retained
2.Source Code/produced_graph/persistence_baseline_forecasting_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_persistence_baseline_comparison.py,457-470: paths define exact filenames; metrics/audit/forecasting/nowcasting.to_csv(paths[...]).,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script. Default country lookup at lines 31-32 points outside package to 0.Archived/new_merge_0108_with_country_code.csv; mounted Windows path exists locally.,2.Source Code/produced_graph/persistence_baseline_forecasting_predictions.csv,retained
2.Source Code/produced_graph/persistence_baseline_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_persistence_baseline_comparison.py,457-470: paths define exact filenames; metrics/audit/forecasting/nowcasting.to_csv(paths[...]).,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script. Default country lookup at lines 31-32 points outside package to 0.Archived/new_merge_0108_with_country_code.csv; mounted Windows path exists locally.,2.Source Code/produced_graph/persistence_baseline_metrics.csv,retained
2.Source Code/produced_graph/persistence_baseline_nowcasting_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_persistence_baseline_comparison.py,457-470: paths define exact filenames; metrics/audit/forecasting/nowcasting.to_csv(paths[...]).,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script. Default country lookup at lines 31-32 points outside package to 0.Archived/new_merge_0108_with_country_code.csv; mounted Windows path exists locally.,2.Source Code/produced_graph/persistence_baseline_nowcasting_predictions.csv,retained
2.Source Code/produced_graph/persistence_baseline_source_audit.csv,artifact,generated_confirmed,2.Source Code/generate_persistence_baseline_comparison.py,457-470: paths define exact filenames; metrics/audit/forecasting/nowcasting.to_csv(paths[...]).,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script. Default country lookup at lines 31-32 points outside package to 0.Archived/new_merge_0108_with_country_code.csv; mounted Windows path exists locally.,2.Source Code/produced_graph/persistence_baseline_source_audit.csv,retained
2.Source Code/produced_graph/phase3plus_precision_recall_simple_baseline_comparison.jpg,artifact,generated_confirmed,2.Source Code/generate_simple_baseline_comparison.py,80-87 OUTPUT_FILENAMES; 957-975 savefig; 1859-1865 _write_dataframe/to_csv; 2084-2116 stage exact CSVs; 2125+ publish to output_dir.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/phase3plus_precision_recall_simple_baseline_comparison.jpg,retained
2.Source Code/produced_graph/phase3plus_precision_recall_simple_baseline_comparison.pdf,artifact,generated_confirmed,2.Source Code/generate_simple_baseline_comparison.py,80-87 OUTPUT_FILENAMES; 957-975 savefig; 1859-1865 _write_dataframe/to_csv; 2084-2116 stage exact CSVs; 2125+ publish to output_dir.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/phase3plus_precision_recall_simple_baseline_comparison.pdf,retained
2.Source Code/produced_graph/phase3plus_precision_recall_simple_baseline_comparison.png,artifact,generated_confirmed,2.Source Code/generate_simple_baseline_comparison.py,80-87 OUTPUT_FILENAMES; 957-975 savefig; 1859-1865 _write_dataframe/to_csv; 2084-2116 stage exact CSVs; 2125+ publish to output_dir.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/phase3plus_precision_recall_simple_baseline_comparison.png,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_benchmark_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,"2.Source Code/generate_phase4_rescue_classifier.py:2712-2726 csv_payloads map and _write_csv(frame, staging_dir / name, columns); 2352 to_csv.",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_benchmark_predictions.csv,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_bootstrap_draws.csv,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,"2.Source Code/generate_phase4_rescue_classifier.py:2712-2726 csv_payloads map and _write_csv(frame, staging_dir / name, columns); 2352 to_csv.",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_bootstrap_draws.csv,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_bootstrap_summary.csv,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,"2.Source Code/generate_phase4_rescue_classifier.py:2712-2726 csv_payloads map and _write_csv(frame, staging_dir / name, columns); 2352 to_csv.",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_bootstrap_summary.csv,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_configuration.json,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,"2.Source Code/generate_phase4_rescue_classifier.py:2741 _write_json(configuration, staging_dir / phase4_rescue_configuration.json); 2362 write_text.",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_configuration.json,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_confusion_matrices.csv,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,"2.Source Code/generate_phase4_rescue_classifier.py:2712-2726 csv_payloads map and _write_csv(frame, staging_dir / name, columns); 2352 to_csv.",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_confusion_matrices.csv,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_direct_forecasting_model.json,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,2.Source Code/generate_phase4_rescue_classifier.py:1297-1309 explicit direct model paths and save_model.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_direct_forecasting_model.json,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_direct_nowcasting_layer1_model.json,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,2.Source Code/generate_phase4_rescue_classifier.py:1297-1309 explicit direct model paths and save_model.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_direct_nowcasting_layer1_model.json,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_direct_nowcasting_layer2_model.json,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,2.Source Code/generate_phase4_rescue_classifier.py:1297-1309 explicit direct model paths and save_model.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_direct_nowcasting_layer2_model.json,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_feature_manifest.csv,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,"2.Source Code/generate_phase4_rescue_classifier.py:2712-2726 csv_payloads map and _write_csv(frame, staging_dir / name, columns); 2352 to_csv.",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_feature_manifest.csv,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_forecasting_model.json,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,2.Source Code/generate_phase4_rescue_classifier.py:1223-1227 task-specific path; 1230 sentinel write_text or 1249 model.save_model.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_forecasting_model.json,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_main_comparison.pdf,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,2.Source Code/generate_phase4_rescue_classifier.py:2727-2731 render_main_comparison_figure with PDF/PNG paths; 2342-2343 figure.savefig.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_main_comparison.pdf,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_main_comparison.png,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,2.Source Code/generate_phase4_rescue_classifier.py:2727-2731 render_main_comparison_figure with PDF/PNG paths; 2342-2343 figure.savefig.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_main_comparison.png,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_main_comparison_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,"2.Source Code/generate_phase4_rescue_classifier.py:2712-2726 csv_payloads map and _write_csv(frame, staging_dir / name, columns); 2352 to_csv.",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_main_comparison_metrics.csv,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,"2.Source Code/generate_phase4_rescue_classifier.py:2712-2726 csv_payloads map and _write_csv(frame, staging_dir / name, columns); 2352 to_csv.",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_metrics.csv,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_model_audit.csv,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,"2.Source Code/generate_phase4_rescue_classifier.py:2712-2726 csv_payloads map and _write_csv(frame, staging_dir / name, columns); 2352 to_csv.",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_model_audit.csv,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_model_selection.csv,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,"2.Source Code/generate_phase4_rescue_classifier.py:2712-2726 csv_payloads map and _write_csv(frame, staging_dir / name, columns); 2352 to_csv.",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_model_selection.csv,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_nowcasting_model.json,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,2.Source Code/generate_phase4_rescue_classifier.py:1223-1227 task-specific path; 1230 sentinel write_text or 1249 model.save_model.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_nowcasting_model.json,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_oof_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,"2.Source Code/generate_phase4_rescue_classifier.py:2712-2726 csv_payloads map and _write_csv(frame, staging_dir / name, columns); 2352 to_csv.",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_oof_predictions.csv,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_source_audit.csv,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,"2.Source Code/generate_phase4_rescue_classifier.py:2757 _write_csv(source_audit, staging_dir / phase4_rescue_source_audit.csv); 2352 to_csv.",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_source_audit.csv,retained
2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_threshold_search.csv,artifact,generated_confirmed,2.Source Code/generate_phase4_rescue_classifier.py,"2.Source Code/generate_phase4_rescue_classifier.py:2712-2726 csv_payloads map and _write_csv(frame, staging_dir / name, columns); 2352 to_csv.",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/phase4_rescue_classifier/phase4_rescue_threshold_search.csv,retained
2.Source Code/produced_graph/phase_cumulative_actual_vs_predicted_forecasting_nowcasting_contemporaneous.jpg,artifact,generated_confirmed,2.Source Code/generate_phase_cumulative_scatter_comparison.py,90-94 stems; 1093-1103 _save_three_model_grid_figure builds paths and figure.savefig; 1245-1263 exact CSV paths and to_csv.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/phase_cumulative_actual_vs_predicted_forecasting_nowcasting_contemporaneous.jpg,retained
2.Source Code/produced_graph/phase_cumulative_actual_vs_predicted_forecasting_nowcasting_contemporaneous.pdf,artifact,generated_confirmed,2.Source Code/generate_phase_cumulative_scatter_comparison.py,90-94 stems; 1093-1103 _save_three_model_grid_figure builds paths and figure.savefig; 1245-1263 exact CSV paths and to_csv.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/phase_cumulative_actual_vs_predicted_forecasting_nowcasting_contemporaneous.pdf,retained
2.Source Code/produced_graph/phase_cumulative_actual_vs_predicted_forecasting_nowcasting_contemporaneous.png,artifact,generated_confirmed,2.Source Code/generate_phase_cumulative_scatter_comparison.py,90-94 stems; 1093-1103 _save_three_model_grid_figure builds paths and figure.savefig; 1245-1263 exact CSV paths and to_csv.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/phase_cumulative_actual_vs_predicted_forecasting_nowcasting_contemporaneous.png,retained
2.Source Code/produced_graph/phase_cumulative_scatter_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_phase_cumulative_scatter_comparison.py,90-94 stems; 1093-1103 _save_three_model_grid_figure builds paths and figure.savefig; 1245-1263 exact CSV paths and to_csv.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/phase_cumulative_scatter_metrics.csv,retained
2.Source Code/produced_graph/phase_cumulative_scatter_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_phase_cumulative_scatter_comparison.py,90-94 stems; 1093-1103 _save_three_model_grid_figure builds paths and figure.savefig; 1245-1263 exact CSV paths and to_csv.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/phase_cumulative_scatter_predictions.csv,retained
2.Source Code/produced_graph/phase_cumulative_scatter_source_audit.csv,artifact,generated_confirmed,2.Source Code/generate_phase_cumulative_scatter_comparison.py,90-94 stems; 1093-1103 _save_three_model_grid_figure builds paths and figure.savefig; 1245-1263 exact CSV paths and to_csv.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/phase_cumulative_scatter_source_audit.csv,retained
2.Source Code/produced_graph/phase_cumulative_three_model_scatter_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_phase_cumulative_scatter_comparison.py,90-94 stems; 1093-1103 _save_three_model_grid_figure builds paths and figure.savefig; 1245-1263 exact CSV paths and to_csv.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/phase_cumulative_three_model_scatter_metrics.csv,retained
2.Source Code/produced_graph/phase_cumulative_three_model_scatter_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_phase_cumulative_scatter_comparison.py,90-94 stems; 1093-1103 _save_three_model_grid_figure builds paths and figure.savefig; 1245-1263 exact CSV paths and to_csv.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/phase_cumulative_three_model_scatter_predictions.csv,retained
2.Source Code/produced_graph/precision_recall_accuracy_p3r2_spatial_feature_comparison.jpg,artifact,generated_confirmed,2.Source Code/generate_spatial_feature_comparison.py,93 figure filename template; 4632-4664 savefig; 4837-4873 exact CSVs and to_csv; 4903-4904 audit to_csv; 4924-4925 final output_dir targets.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/precision_recall_accuracy_p3r2_spatial_feature_comparison.jpg,retained
2.Source Code/produced_graph/precision_recall_accuracy_p3r2_spatial_feature_comparison.pdf,artifact,generated_confirmed,2.Source Code/generate_spatial_feature_comparison.py,93 figure filename template; 4632-4664 savefig; 4837-4873 exact CSVs and to_csv; 4903-4904 audit to_csv; 4924-4925 final output_dir targets.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/precision_recall_accuracy_p3r2_spatial_feature_comparison.pdf,retained
2.Source Code/produced_graph/precision_recall_accuracy_p3r2_spatial_feature_comparison.png,artifact,generated_confirmed,2.Source Code/generate_spatial_feature_comparison.py,93 figure filename template; 4632-4664 savefig; 4837-4873 exact CSVs and to_csv; 4903-4904 audit to_csv; 4924-4925 final output_dir targets.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/precision_recall_accuracy_p3r2_spatial_feature_comparison.png,retained
2.Source Code/produced_graph/precision_recall_scatter.jpg,artifact,generated_confirmed,2.Source Code/Figure1_multiple_figures.ipynb,"0-based cell 6:88 fig.savefig exact produced_graph path; neighboring PNG commented, JPG active.",Writer coverage only; no training or reproduction executed.,2.Source Code/produced_graph/precision_recall_scatter.jpg,retained
2.Source Code/produced_graph/response_table_r1_macro_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_response_table_r1_metrics.py:70,"Exact OUTPUT :15; metrics.to_csv(OUTPUT, index=False).","Exact filename and root produced_graph destination; static writer coverage only, no regeneration. TEMPORAL dependency (:16) exists.",2.Source Code/produced_graph/response_table_r1_macro_metrics.csv,retained
2.Source Code/produced_graph/sample_imbalance_area_frequency.csv,artifact,generated_confirmed,2.Source Code/generate_sample_imbalance_chart.py:193,DEFAULT_OUTPUT_DIR :16; OUTPUT_STEM :17; paths :187-189; fig.savefig or distribution.to_csv.,"Exact filename and root produced_graph destination; static writer coverage only, no regeneration.",2.Source Code/produced_graph/sample_imbalance_area_frequency.csv,retained
2.Source Code/produced_graph/sample_imbalance_area_frequency.pdf,artifact,generated_confirmed,2.Source Code/generate_sample_imbalance_chart.py:192,DEFAULT_OUTPUT_DIR :16; OUTPUT_STEM :17; paths :187-189; fig.savefig or distribution.to_csv.,"Exact filename and root produced_graph destination; static writer coverage only, no regeneration.",2.Source Code/produced_graph/sample_imbalance_area_frequency.pdf,retained
2.Source Code/produced_graph/sample_imbalance_area_frequency.png,artifact,generated_confirmed,2.Source Code/generate_sample_imbalance_chart.py:191,DEFAULT_OUTPUT_DIR :16; OUTPUT_STEM :17; paths :187-189; fig.savefig or distribution.to_csv.,"Exact filename and root produced_graph destination; static writer coverage only, no regeneration.",2.Source Code/produced_graph/sample_imbalance_area_frequency.png,retained
2.Source Code/produced_graph/selected_figure1_repeated_area_refit_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_filtered_main_result_metrics.py:567,"DEFAULT_OUTPUT :47; write_output :559; data.to_csv(staged_path) :567; replace_with_retry(staged_path, output_path) :577; os.replace :548.","Exact filename and root produced_graph destination; static writer coverage only, no regeneration. Both direct base metrics/predictions files (:45-46) still exist.",2.Source Code/produced_graph/selected_figure1_repeated_area_refit_metrics.csv,retained
2.Source Code/produced_graph/shap_values_forecasting_phase3_phase4_colored.jpg,artifact,generated_confirmed,2.Source Code/Figure2_Feature_Importance_Forecasting.ipynb,0-based cell 5:92 plt.savefig exact produced_graph/shap_values_forecasting_phase3_phase4_colored.jpg path.,Writer coverage only; no training or reproduction executed.,2.Source Code/produced_graph/shap_values_forecasting_phase3_phase4_colored.jpg,retained
2.Source Code/produced_graph/shap_values_grouped_horizontal_bars.jpg,artifact,generated_confirmed,2.Source Code/Figure2_Feature_Importance_Forecasting.ipynb,0-based cell 6:37 plt.savefig exact produced_graph/shap_values_grouped_horizontal_bars.jpg path.,Writer coverage only; no training or reproduction executed.,2.Source Code/produced_graph/shap_values_grouped_horizontal_bars.jpg,retained
2.Source Code/produced_graph/shap_values_grouped_horizontal_bars_nowcasting.jpg,artifact,generated_confirmed,2.Source Code/Figure2_Nowcasting_two_layer_feature_importance.ipynb,0-based cell 7:37 plt.savefig exact produced_graph/shap_values_grouped_horizontal_bars_nowcasting.jpg path.,Writer coverage only; no training or reproduction executed.,2.Source Code/produced_graph/shap_values_grouped_horizontal_bars_nowcasting.jpg,retained
2.Source Code/produced_graph/shap_values_nowcasting_bar_phase3_phase4_L1.jpg,artifact,generated_confirmed,2.Source Code/Figure2_Nowcasting_two_layer_feature_importance.ipynb,0-based cell 4:251-252 plt.savefig exact produced_graph/shap_values_nowcasting_bar_phase3_phase4_L1.jpg path.,Writer coverage only; no training or reproduction executed.,2.Source Code/produced_graph/shap_values_nowcasting_bar_phase3_phase4_L1.jpg,retained
2.Source Code/produced_graph/shap_values_nowcasting_phase3_phase4_L1.jpg,artifact,generated_confirmed,2.Source Code/Figure2_Nowcasting_two_layer_feature_importance.ipynb,0-based cell 4:86 plt.savefig exact produced_graph/shap_values_nowcasting_phase3_phase4_L1.jpg path.,Writer coverage only; no training or reproduction executed.,2.Source Code/produced_graph/shap_values_nowcasting_phase3_phase4_L1.jpg,retained
2.Source Code/produced_graph/shap_values_nowcasting_phase3_phase4_colored.jpg,artifact,generated_confirmed,2.Source Code/Figure2_Nowcasting_two_layer_feature_importance.ipynb,0-based cell 6:90 plt.savefig exact produced_graph/shap_values_nowcasting_phase3_phase4_colored.jpg path.,Writer coverage only; no training or reproduction executed.,2.Source Code/produced_graph/shap_values_nowcasting_phase3_phase4_colored.jpg,retained
2.Source Code/produced_graph/simple_baseline_comparison_feature_manifest.csv,artifact,generated_confirmed,2.Source Code/generate_simple_baseline_comparison.py,80-87 OUTPUT_FILENAMES; 957-975 savefig; 1859-1865 _write_dataframe/to_csv; 2084-2116 stage exact CSVs; 2125+ publish to output_dir.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/simple_baseline_comparison_feature_manifest.csv,retained
2.Source Code/produced_graph/simple_baseline_comparison_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_simple_baseline_comparison.py,80-87 OUTPUT_FILENAMES; 957-975 savefig; 1859-1865 _write_dataframe/to_csv; 2084-2116 stage exact CSVs; 2125+ publish to output_dir.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/simple_baseline_comparison_metrics.csv,retained
2.Source Code/produced_graph/simple_baseline_comparison_model_audit.csv,artifact,generated_confirmed,2.Source Code/generate_simple_baseline_comparison.py,80-87 OUTPUT_FILENAMES; 957-975 savefig; 1859-1865 _write_dataframe/to_csv; 2084-2116 stage exact CSVs; 2125+ publish to output_dir.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/simple_baseline_comparison_model_audit.csv,retained
2.Source Code/produced_graph/simple_baseline_comparison_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_simple_baseline_comparison.py,80-87 OUTPUT_FILENAMES; 957-975 savefig; 1859-1865 _write_dataframe/to_csv; 2084-2116 stage exact CSVs; 2125+ publish to output_dir.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/simple_baseline_comparison_predictions.csv,retained
2.Source Code/produced_graph/simple_baseline_comparison_source_audit.csv,artifact,generated_confirmed,2.Source Code/generate_simple_baseline_comparison.py,80-87 OUTPUT_FILENAMES; 957-975 savefig; 1859-1865 _write_dataframe/to_csv; 2084-2116 stage exact CSVs; 2125+ publish to output_dir.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/simple_baseline_comparison_source_audit.csv,retained
2.Source Code/produced_graph/spatial_feature_comparison_feature_manifest.csv,artifact,generated_confirmed,2.Source Code/generate_spatial_feature_comparison.py,93 figure filename template; 4632-4664 savefig; 4837-4873 exact CSVs and to_csv; 4903-4904 audit to_csv; 4924-4925 final output_dir targets.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/spatial_feature_comparison_feature_manifest.csv,retained
